PeakID (cmd=annotatePeaks.pl /exports/humgen/jihed/Coordinate_TOKEEP/atac_peaks/ATAC_Veronica_DN1/DN1_KO_more_accessible_allvsall.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr8-40545046-1	chr8	40544961	40545133	+	16.40	NA	intron (NM_033560, intron 11 of 11)	intron (NM_033560, intron 11 of 11)	-29200	NM_001271542	18983	Mm.272551	NM_011135	ENSMUSG00000031601	Cnot7	AU022737|CAF-1|Caf1|Pop2	CCR4-NOT transcription complex, subunit 7	protein-coding
Merged-chr3-67196585-1	chr3	67196416	67196756	+	16.40	NA	intron (NM_001356280, intron 4 of 7)	intron (NM_001356280, intron 4 of 7)	-177511	NM_001039543	17349	Mm.10414	NM_010801	ENSMUSG00000048416	Mlf1	HLS7	myeloid leukemia factor 1	protein-coding
Merged-chr7-116384568-1	chr7	116384470	116384667	+	16.40	NA	intron (NM_011083, intron 8 of 32)	RSINE1|SINE|B4	-50378	NM_026533	68052	Mm.14798	NM_026533	ENSMUSG00000090862	Rps13	2700063M04Rik	ribosomal protein S13	protein-coding
Merged-chr7-106966621-1	chr7	106966539	106966705	+	16.40	NA	Intergenic	L1_Mus4|LINE|L1	8829	NM_147035	259037	Mm.223420	NM_147035	ENSMUSG00000045013	Olfr711	MOR103-4	olfactory receptor 711	protein-coding
Merged-chr10-128119449-1	chr10	128119354	128119545	+	16.40	NA	exon (NM_054078, exon 14 of 30)	exon (NM_054078, exon 14 of 30)	26666	NM_054078	116848	Mm.252213	NM_054078	ENSMUSG00000040054	Baz2a	AA415431|C030005G16Rik|C78388|Tip5|Walp3|mKIAA0314	bromodomain adjacent to zinc finger domain, 2A	protein-coding
Merged-chr1-156964134-1	chr1	156964037	156964233	+	16.40	NA	Intergenic	Intergenic	-24509	NM_001159967	78255	Mm.28376	NM_023884	ENSMUSG00000026594	Ralgps2	1810020P17Rik|2210408F11Rik|4921528G01Rik|9130014M22Rik|AU043409|AW046161	Ral GEF with PH domain and SH3 binding motif 2	protein-coding
Merged-chr4-65768241-3	chr4	65768009	65768564	+	16.30	NA	intron (NM_207109, intron 11 of 22)	intron (NM_207109, intron 11 of 22)	163300	NM_053084	69807	Mm.22786	NM_053084	ENSMUSG00000051675	Trim32	1810045E12Rik|3f3|BBS11|Zfp117	tripartite motif-containing 32	protein-coding
Merged-chr1-26685565-1	chr1	26685450	26685682	+	16.20	NA	exon (NM_001033764, exon 2 of 2)	exon (NM_001033764, exon 2 of 2)	1894	NM_001033764	210940	Mm.297614	NM_001033764	ENSMUSG00000073722	4931408C20Rik	-	RIKEN cDNA 4931408C20 gene	protein-coding
Merged-chr3-60056574-1	chr3	60056445	60056704	+	16.20	NA	Intergenic	Intergenic	24786	NM_023383	67758	Mm.24547	NM_023383	ENSMUSG00000027761	Aadac	5033417E09Rik|AI265437|Aada	arylacetamide deacetylase	protein-coding
Merged-chr17-78072625-1	chr17	78072523	78072728	+	16.00	NA	Intergenic	L1Md_T|LINE|L1	-127623	NM_015800	50766	Mm.311912	NM_015800	ENSMUSG00000024074	Crim1	AU015004	cysteine rich transmembrane BMP regulator 1 (chordin like)	protein-coding
Merged-chr16-24836238-1	chr16	24836137	24836340	+	16.00	NA	intron (NM_178665, intron 8 of 12)	intron (NM_178665, intron 8 of 12)	114383	NM_001145954	210126	Mm.209385	NM_178665	ENSMUSG00000033306	Lpp	9430020K16Rik|AA959454|AU024130|B130055L10Rik|C79715|D630048H16	LIM domain containing preferred translocation partner in lipoma	protein-coding
Merged-chr6-45200086-1	chr6	45199977	45200197	+	16.00	NA	intron (NM_001004357, intron 1 of 23)	intron (NM_001004357, intron 1 of 23)	140026	NM_001004357	66797	Mm.440084	NM_025771	ENSMUSG00000039419	Cntnap2	5430425M22Rik|Caspr2|mKIAA0868	contactin associated protein-like 2	protein-coding
Merged-chr19-33480595-3	chr19	33480488	33480717	+	16.00	NA	Intergenic	Intergenic	37168	NM_001323386	628236		NM_001323386	ENSMUSG00000079344	Lipo4	Gm6857	lipase, member O4	protein-coding
Merged-chr11-52917829-1	chr11	52917750	52917910	+	16.00	NA	intron (NM_177059, intron 3 of 15)	intron (NM_177059, intron 3 of 15)	153124	NM_177059	320027	Mm.44518	NM_177059	ENSMUSG00000036264	Fstl4	B230374F23Rik|SPIG1|mKIAA1061	follistatin-like 4	protein-coding
Merged-chr17-60594728-1	chr17	60594608	60594850	+	16.00	NA	Intergenic	RMER6C|LTR|ERVK	-1581407	NM_026497	67993	Mm.36507	NM_026497	ENSMUSG00000024228	Nudt12	0610016O18Rik	nudix (nucleoside diphosphate linked moiety X)-type motif 12	protein-coding
Merged-chr2-62248961-1	chr2	62248784	62249140	+	16.00	NA	intron (NM_001362671, intron 8 of 25)	RLTR13B3|LTR|ERVK	101084	NM_001362673	94229	Mm.314497	NM_033552	ENSMUSG00000026904	Slc4a10	NCBE|mKIAA4136	solute carrier family 4, sodium bicarbonate cotransporter-like, member 10	protein-coding
Merged-chr9-3007302-6	chr9	3007123	3007663	+	16.00	NA	Intergenic	GSAT_MM|Satellite|Satellite	31350	NR_039546	100628572		NR_039546	ENSMUSG00000106183	Mir101c	mir-101c|mmu-mir-101c	microRNA 101c	ncRNA
Merged-chr2-15854367-1	chr2	15854282	15854453	+	16.00	NA	intron (NM_001310455, intron 23 of 38)	L1_Mus2|LINE|L1	327888	NM_001310455	102635496		NM_001310455	ENSMUSG00000075520	Malrd1	Diet1|Gm13318|Gm13364	MAM and LDL receptor class A domain containing 1	protein-coding
Merged-chr1-4418085-2	chr1	4417944	4418239	+	16.00	NA	Intergenic	Intergenic	-8850	NM_001195662	19888	Mm.294263	NM_011283	ENSMUSG00000025900	Rp1	Dcdc3|Gm38717|Orp1|Rp1h|mG145	retinitis pigmentosa 1 (human)	protein-coding
Merged-chr13-35079880-1	chr13	35079787	35079975	+	15.80	NA	Intergenic	Intergenic	-85737	NM_011868	23986	Mm.491141	NM_011868	ENSMUSG00000021417	Eci2	Acbd2|Drs1|Hca88|Peci	enoyl-Coenzyme A delta isomerase 2	protein-coding
Merged-chr15-59984057-1	chr15	59983967	59984149	+	15.80	NA	Intergenic	Intergenic	32560	NM_027668	71088	Mm.425950	NM_027668	ENSMUSG00000071749	4933412E24Rik	-	RIKEN cDNA 4933412E24 gene	protein-coding
Merged-chr8-18210033-1	chr8	18209830	18210238	+	15.73	NA	Intergenic	Intergenic	-385097	NM_173189	244329	Mm.235296	NM_173189	ENSMUSG00000039842	Mcph1	5430437K10Rik|BRIT1|D030046N04Rik|MCT|Tg(HLA-A2.1)1Enge	microcephaly, primary autosomal recessive 1	protein-coding
Merged-chr18-47283785-1	chr18	47283579	47283993	+	15.60	NA	intron (NM_001311097, intron 11 of 17)	intron (NM_001311097, intron 11 of 17)	85082	NM_018744	20358	Mm.40909	NM_018744	ENSMUSG00000019647	Sema6a	A730020P05Rik|AI851735|Sema6A-1|Semaq|VIa	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	protein-coding
Merged-chr3-150952974-1	chr3	150952882	150953068	+	15.60	NA	Intergenic	Intergenic	70887	NR_039540	100628568		NR_039540	ENSMUSG00000092830	Mir3963	mmu-mir-3963|mu-mir-3963	microRNA 3963	ncRNA
Merged-chr17-80889295-1	chr17	80889230	80889362	+	15.60	NA	Intergenic	Intergenic	-7497	NR_131127	320784	Mm.474182	NR_131127	ENSMUSG00000112121	C230072F16Rik	-	RIKEN cDNA C230072F16 gene	ncRNA
Merged-chr1-93486628-1	chr1	93486564	93486694	+	15.60	NA	intron (NM_001159719, intron 1 of 12)	B2_Mm1a|SINE|B2	7568	NM_001159719	18000	Mm.428652	NM_010891	ENSMUSG00000026276	Sept2	AW208991|Nedd-5|Nedd5|mKIAA0158	septin 2	protein-coding
Merged-chr17-18706484-5	chr17	18706272	18706751	+	15.60	NA	Intergenic	Intergenic	124784	NM_001104547	433070	Mm.215962	NM_001104547	ENSMUSG00000091679	Vmn2r96	EG433070	vomeronasal 2, receptor 96	protein-coding
Merged-chr16-33456256-1	chr16	33456169	33456345	+	15.60	NA	intron (NM_001358570, intron 4 of 8)	intron (NM_001358570, intron 4 of 8)	55812	NM_001358569	22661	Mm.392667	NM_011749	ENSMUSG00000022811	Zfp148	2210405J08Rik|AI480666|AW045217|BERF-1|BFCOL1|ZBP-89|Znf148	zinc finger protein 148	protein-coding
Merged-chr6-55802991-1	chr6	55802781	55803202	+	15.60	NA	Intergenic	Intergenic	-34027	NM_001081665	232016	Mm.333084	NM_001081665	ENSMUSG00000037973	Itprid1	Ccdc129|D530004J12Rik|Gm458	ITPR interacting domain containing 1	protein-coding
Merged-chr8-6482176-1	chr8	6482092	6482262	+	15.60	NA	Intergenic	Lx7|LINE|L1	-1376890	NM_011388	20494	Mm.3500	NM_011388	ENSMUSG00000023073	Slc10a2	9130221J18Rik|AI605518|ASBT|IBAT|ISBT	solute carrier family 10, member 2	protein-coding
Merged-chr10-98831686-1	chr10	98831609	98831765	+	15.40	NA	Intergenic	Intergenic	-82955	NM_001359506	67972	Mm.166944	NM_026482	ENSMUSG00000019943	Atp2b1	2810442I22Rik|E130111D10Rik|Pmca1	ATPase, Ca++ transporting, plasma membrane 1	protein-coding
Merged-chr5-139042559-1	chr5	139042397	139042722	+	15.40	NA	intron (NM_001359101, intron 6 of 9)	intron (NM_001359101, intron 6 of 9)	-47615	NM_001363271	18590	Mm.2675	NM_008808	ENSMUSG00000025856	Pdgfa	PDGF-1	platelet derived growth factor, alpha	protein-coding
Merged-chr12-49737327-1	chr12	49737216	49737440	+	15.40	NA	Intergenic	Intergenic	-256466	NR_045472	69054	Mm.417838	NR_045472	ENSMUSG00000100844	1810007C17Rik	-	RIKEN cDNA 1810007C17 gene	ncRNA
Merged-chr13-100875332-2	chr13	100875187	100875490	+	15.40	NA	Intergenic	Intergenic	-41911	NM_022885	69048	Mm.402215	NM_022885	ENSMUSG00000021629	Slc30a5	1810010K08Rik|AF233321|ZNT5|ZTL1|ZnT-5|Zntl1	solute carrier family 30 (zinc transporter), member 5	protein-coding
Merged-chr15-11538696-1	chr15	11538627	11538767	+	15.20	NA	Intergenic	Intergenic	-139039	NM_033074	110960	Mm.286061	NM_033074	ENSMUSG00000022241	Tars	D15Wsu59e|ThrRS	threonyl-tRNA synthetase	protein-coding
Merged-chr9-105504110-1	chr9	105503967	105504255	+	15.20	NA	intron (NM_001253831, intron 1 of 26)	intron (NM_001253831, intron 1 of 26)	-8978	NM_001359822	235574	Mm.326247	NM_175025	ENSMUSG00000032570	Atp2c1	1700121J11Rik|ATP2C1A|AW061228|BCPM|D930003G21Rik|HHD|SPCA|pmr1	ATPase, Ca++-sequestering	protein-coding
Merged-chr4-94620328-1	chr4	94620232	94620426	+	15.20	NA	intron (NM_001290568, intron 2 of 13)	intron (NM_001290568, intron 2 of 13)	5838	NM_026319	67694	Mm.240619	NM_026319	ENSMUSG00000028576	Ift74	1700029H06Rik|Ccdc2|Cmg1|b2b796Clo	intraflagellar transport 74	protein-coding
Merged-chr6-144662919-1	chr6	144662855	144662984	+	15.20	NA	Intergenic	Intergenic	-9949	NR_040519	66760	Mm.233631	NR_040519	ENSMUSG00000085785	Sox5os3	4933425H06Rik	SRY (sex determining region Y)-box 5, opposite strand 3	ncRNA
Merged-chr17-21270177-1	chr17	21270071	21270285	+	15.20	NA	Intergenic	Intergenic	9751	NM_134199	171233	Mm.222636	NM_134199	ENSMUSG00000050102	Vmn1r235	V1rf2	vomeronasal 1 receptor 235	protein-coding
Merged-chr11-30811841-1	chr11	30811662	30812022	+	15.20	NA	intron (NM_134013, intron 10 of 46)	intron (NM_134013, intron 10 of 46)	40067	NM_134013	103554	Mm.240066	NM_134013	ENSMUSG00000040850	Psme4	AA409398|AU041366|TEMO|mKIAA0077	proteasome (prosome, macropain) activator subunit 4	protein-coding
Merged-chr8-127780726-1	chr8	127780655	127780798	+	15.20	NA	Intergenic	RSINE1|SINE|B4	481114	NM_001013581	93742	Mm.299254	NM_033620	ENSMUSG00000025812	Pard3	AA960621|AI256638|Asip|D8Ertd580e|Par-3|Par3|Pard-3|Pard3a|Phip	par-3 family cell polarity regulator	protein-coding
Merged-chr5-82438570-1	chr5	82438440	82438701	+	15.20	NA	Intergenic	Intergenic	-313857	NR_138557	67327	Mm.87058	NR_138557		1700031L13Rik	-	RIKEN cDNA 1700031L13 gene	ncRNA
Merged-chr3-113091176-1	chr3	113091039	113091315	+	15.20	NA	Intergenic	IAPLTR3-int|LTR|ERVK	65550	NM_001190403	545562	Mm.462977	NM_001190403		Amy2b	Amy-X|Amy2|Amy2-2|Amy2a|PA|mAmy2-1	amylase 2b	protein-coding
Merged-chr3-149137244-1	chr3	149137073	149137417	+	15.20	NA	Intergenic	Intergenic	-137492	NR_040591	381482	Mm.393866	NR_040591		Gm1653	-	predicted gene 1653	ncRNA
Merged-chr1-70283632-1	chr1	70283497	70283768	+	15.00	NA	intron (NM_025728, intron 3 of 7)	intron (NM_025728, intron 3 of 7)	332017	NM_025728	66722	Mm.440554	NM_025728	ENSMUSG00000053153	Spag16	4921511D23Rik|4930524F24Rik|4930585K05Rik|AV261009|Pf20|Wdr29	sperm associated antigen 16	protein-coding
Merged-chr11-14868023-2	chr11	14867886	14868196	+	15.00	NA	Intergenic	L1Md_F2|LINE|L1	268801	NM_001164166	432536	Mm.33646	NM_001164166	ENSMUSG00000084135	Pom121l12	1700054H16Rik	POM121 membrane glycoprotein-like 12	protein-coding
Merged-chr2-134057787-1	chr2	134057723	134057852	+	14.80	NA	Intergenic	Intergenic	493079	NR_037273	100526500		NR_037273	ENSMUSG00000093338	Mir3090	mmu-mir-3090	microRNA 3090	ncRNA
Merged-chr3-8729297-1	chr3	8729172	8729423	+	14.80	NA	Intergenic	(CAGAGA)n|Simple_repeat|Simple_repeat	-62259	NM_010423	15213	Mm.29581	NM_010423	ENSMUSG00000040289	Hey1	AI316788|AI414254|CHF2|HRT1|Herp2|Hesr1|bHLHb31|hesr-1	hairy/enhancer-of-split related with YRPW motif 1	protein-coding
Merged-chr3-136751233-1	chr3	136751138	136751329	+	14.80	NA	intron (NM_001293622, intron 1 of 12)	intron (NM_001293622, intron 1 of 12)	81167	NM_001293622	19055	Mm.331389	NM_008913	ENSMUSG00000028161	Ppp3ca	2900074D19Rik|CN|Caln|Calna|CnA	protein phosphatase 3, catalytic subunit, alpha isoform	protein-coding
Merged-chr14-68922253-1	chr14	68922189	68922318	+	14.80	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-107036	NM_009285	20855	Mm.20911	NM_009285	ENSMUSG00000014813	Stc1	Stc	stanniocalcin 1	protein-coding
Merged-chr11-74362643-1	chr11	74362571	74362717	+	14.80	NA	Intergenic	RLTR35B_MM|LTR|ERVL	-2027	NM_001011851	258153	Mm.376124	NM_001011851	ENSMUSG00000058275	Olfr412	MOR127-5P	olfactory receptor 412	protein-coding
Merged-chr6-106966525-1	chr6	106966374	106966678	+	14.60	NA	Intergenic	Intergenic	-166439	NM_021449	58799	Mm.290085	NM_021449	ENSMUSG00000005362	Crbn	2610203G15Rik|2900045O07Rik|AF229032|AW108261|piL	cereblon	protein-coding
Merged-chr7-115252340-1	chr7	115252261	115252421	+	14.40	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	301067	NR_040319	101786	Mm.395157	NR_040317	ENSMUSG00000108379	A730082K24Rik	AU044236	RIKEN cDNA A730082K24 gene	ncRNA
Merged-chr5-132452274-1	chr5	132452200	132452350	+	14.40	NA	intron (NM_001363480, intron 1 of 19)	intron (NM_001363480, intron 1 of 19)	90945	NM_001363480	319974	Mm.409595	NM_177047	ENSMUSG00000029673	Auts2	2700063G02Rik|A730011F23Rik|D830032G16Rik	autism susceptibility candidate 2	protein-coding
Merged-chr14-87010637-2	chr14	87010416	87010824	+	14.40	NA	intron (NM_019670, intron 5 of 27)	intron (NM_019670, intron 5 of 27)	130604	NM_019670	56419	Mm.440585	NM_019670	ENSMUSG00000022021	Diaph3	4930417P13Rik|Dia2|Diap3|Drf3|p134MDia2	diaphanous related formin 3	protein-coding
Merged-chr11-111871536-1	chr11	111871442	111871631	+	14.40	NA	Intergenic	Intergenic	805372	NM_008425	16518	Mm.4951	NM_008425	ENSMUSG00000041695	Kcnj2	IRK1|Kcnf1|Kir2.1	potassium inwardly-rectifying channel, subfamily J, member 2	protein-coding
Merged-chr4-29392577-1	chr4	29392486	29392670	+	14.40	NA	Intergenic	Lx7|LINE|L1	324499	NR_151693	102634169		NR_151693		Gm11917	-	predicted gene 11917	ncRNA
Merged-chr2-88678372-1	chr2	88678265	88678480	+	14.40	NA	exon (NM_001011517, exon 1 of 1)	exon (NM_001011517, exon 1 of 1)	515	NM_001011517	329460	Mm.377885	NM_001011517	ENSMUSG00000060827	Olfr1193	MOR226-1|MOR230-9|Olfr1193-ps1|Olfr1194-ps1	olfactory receptor 1193	protein-coding
Merged-chr8-33421848-1	chr8	33421784	33421913	+	14.40	NA	Intergenic	LTR16B2|LTR|ERVL	35523	NM_001098233	75029	Mm.159402	NM_152821	ENSMUSG00000049184	Purg	4930486B15Rik	purine-rich element binding protein G	protein-coding
Merged-chr12-65014975-1	chr12	65014841	65015110	+	14.40	NA	intron (NM_177805, intron 16 of 19)	intron (NM_177805, intron 16 of 19)	-21359	NM_177806	328110	Mm.283339	NM_177806	ENSMUSG00000035597	Prpf39	Srcs1	pre-mRNA processing factor 39	protein-coding
Merged-chr9-43801073-1	chr9	43801009	43801139	+	14.40	NA	intron (NM_021424, intron 5 of 5)	intron (NM_021424, intron 5 of 5)	57120	NM_021424	58235	Mm.335096	NM_021424	ENSMUSG00000032012	Nectin1	AI835281|AW549174|Cd111|HIgR|HveC|PRR|PRR1|Pvrl1|nectin-1	nectin cell adhesion molecule 1	protein-coding
Merged-chr9-72315722-1	chr9	72315524	72315921	+	14.40	NA	intron (NM_001311105, intron 9 of 20)	intron (NM_001311105, intron 9 of 20)	40834	NM_146224	235469	Mm.242791	NM_146224	ENSMUSG00000038535	Zfp280d	A930005F02Rik|BC027163|Suhw4|ZNF634|Znf280d	zinc finger protein 280D	protein-coding
Merged-chr3-19813877-1	chr3	19813810	19813946	+	14.40	NA	Intergenic	RLTR45|LTR|ERVK	-80993	NR_027985	70808	Mm.427103	NR_027985	ENSMUSG00000048106	4632415L05Rik	AI662792	RRS1 ribosome biogenesis regulator homolog pseudogene	pseudo
Merged-chr6-59716310-1	chr6	59716217	59716405	+	14.40	NA	Intergenic	Intergenic	-290005	NM_183183	243385	Mm.138080	NM_183183	ENSMUSG00000045441	Gprin3	C030038J10Rik|C730021L23	GPRIN family member 3	protein-coding
Merged-chr4-17654317-1	chr4	17654226	17654410	+	14.40	NA	Intergenic	ORR1A4|LTR|ERVL-MaLR	-198575	NR_135158	17389	Mm.187315	NM_019724	ENSMUSG00000028226	Mmp16	MT-MMP 3|MT3-MMP|Mt3mmp	matrix metallopeptidase 16	protein-coding
Merged-chr4-9708860-2	chr4	9708608	9709091	+	14.29	NA	Intergenic	Intergenic	-39505	NM_001290367	65973	Mm.222206	NM_023066	ENSMUSG00000028207	Asph	2310005F16Rik|3110001L23Rik|AI848629|AW261690|AW561901|BAH|C79816|cI-37	aspartate-beta-hydroxylase	protein-coding
Merged-chr4-34218525-1	chr4	34218416	34218636	+	14.20	NA	Intergenic	Intergenic	-168459	NM_026293	67652	Mm.55848	NM_026293	ENSMUSG00000028264	Spaca1	1700124L11Rik|4930540L03Rik	sperm acrosome associated 1	protein-coding
Merged-chr16-75159950-2	chr16	75159683	75160235	+	14.20	NA	Intergenic	Intergenic	-67189	NM_001358491	268902	Mm.171736	NM_175549	ENSMUSG00000052516	Robo2	2600013A04Rik|9430089E08Rik|BB097918|D230004I22Rik|mKIAA1568	roundabout guidance receptor 2	protein-coding
Merged-chr8-38306568-2	chr8	38306464	38306721	+	14.20	NA	intron (NM_145841, intron 1 of 7)	Lx2|LINE|L1	-54390	NR_029884	723860		NR_029884	ENSMUSG00000065457	Mir383	Mirn383|mir-383|mmu-mir-383	microRNA 383	ncRNA
Merged-chr8-94594371-2	chr8	94594281	94594474	+	14.10	NA	intron (NM_001363456, intron 1 of 7)	intron (NM_001363456, intron 1 of 7)	-3013	NR_156692	102122	Mm.250425	NM_028221	ENSMUSG00000031774	Fam192a	1700001O11Rik|2310065K24Rik|AI596259|Nip30	family with sequence similarity 192, member A	protein-coding
Merged-chr12-82500103-1	chr12	82499981	82500226	+	14.00	NA	Intergenic	ORR1G|LTR|ERVL-MaLR	-116822	NM_015812	50779	Mm.126176	NM_015812	ENSMUSG00000021219	Rgs6	-	regulator of G-protein signaling 6	protein-coding
Merged-chr12-118016748-1	chr12	118016616	118016881	+	14.00	NA	intron (NM_010060, intron 48 of 81)	L1MB3|LINE|L1	172887	NM_146040	217946	Mm.281149	NM_146040	ENSMUSG00000021175	Cdca7l	BC006933|JPO2	cell division cycle associated 7 like	protein-coding
Merged-chr9-89632992-1	chr9	89632911	89633074	+	14.00	NA	Intergenic	CT-rich|Low_complexity|Low_complexity	-10006	NM_153509	209743	Mm.242899	NM_153509	ENSMUSG00000039313	Minar1	DD1|Kiaa1024	membrane integral NOTCH2 associated receptor 1	protein-coding
Merged-chr6-81564324-1	chr6	81564227	81564422	+	14.00	NA	Intergenic	Intergenic	331339	NR_106091	102465711		NR_106091	ENSMUSG00000106154	Mir7232	mmu-mir-7232	microRNA 7232	ncRNA
Merged-chr17-88365725-1	chr17	88365631	88365820	+	14.00	NA	Intergenic	Intergenic	-74979	NM_180974	14236	Mm.112824	NM_180974	ENSMUSG00000034998	Foxn2	3230402J05Rik|6030465J18Rik|Fkh19|Foxn1|HTLF	forkhead box N2	protein-coding
Merged-chr2-65422234-1	chr2	65422141	65422328	+	14.00	NA	Intergenic	L1M6|LINE|L1	-57834	NR_105755	102466151		NR_105755	ENSMUSG00000099184	Mir6337	Gm27877|mmu-mir-6337	microRNA 6337	ncRNA
Merged-chr16-87022933-1	chr16	87022851	87023017	+	14.00	NA	Intergenic	Intergenic	105505	NR_153792	102635567	Mm.233725	NR_153792	ENSMUSG00000116979	Gm32865	-	predicted gene, 32865	ncRNA
Merged-chr14-62683424-1	chr14	62683330	62683519	+	14.00	NA	exon (NM_001199945, exon 6 of 9)	exon (NM_001199945, exon 6 of 9)	19757	NM_001199945	319433	Mm.483827	NM_001199945	ENSMUSG00000091155	Serpine3	E130113E03Rik	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3	protein-coding
Merged-chr1-70204268-1	chr1	70204171	70204367	+	14.00	NA	intron (NM_025728, intron 2 of 7)	L1MEc|LINE|L1	252654	NM_025728	66722	Mm.440554	NM_025728	ENSMUSG00000053153	Spag16	4921511D23Rik|4930524F24Rik|4930585K05Rik|AV261009|Pf20|Wdr29	sperm associated antigen 16	protein-coding
Merged-chr1-131173952-1	chr1	131173870	131174035	+	14.00	NA	TTS (NM_001136070)	TTS (NM_001136070)	20745	NM_001136070	16865	Mm.276294	NM_010709	ENSMUSG00000026427	Eif2d	D1Ertd5e|Lgtn	eukaryotic translation initiation factor 2D	protein-coding
Merged-chr4-37387127-2	chr4	37386936	37387313	+	13.93	NA	Intergenic	Intergenic	137721	NR_151605	102636890	Mm.109154	NR_151605	ENSMUSG00000086026	Gm12374	-	predicted gene 12374	ncRNA
Merged-chr7-84346853-2	chr7	84346726	84347040	+	13.87	NA	intron (NM_007488, intron 4 of 18)	intron (NM_007488, intron 4 of 18)	63155	NM_007488	11864	Mm.38594	NM_007488	ENSMUSG00000015709	Arnt2	Hif-2b|bHLHe1|mKIAA0307	aryl hydrocarbon receptor nuclear translocator 2	protein-coding
Merged-chr16-26626275-1	chr16	26626198	26626353	+	13.80	NA	intron (NR_152416, intron 2 of 12)	intron (NR_152416, intron 2 of 12)	44570	NR_152416	16180	Mm.253424	NM_008364	ENSMUSG00000022514	Il1rap	6430709H04Rik|AI255955|AV239853|IL-1RAcP	interleukin 1 receptor accessory protein	protein-coding
Merged-chr13-97372862-1	chr13	97372794	97372932	+	13.80	NA	Intergenic	Intergenic	-62107	NR_110432	100039691	Mm.219358	NR_110430	ENSMUSG00000078952	Lncenc1	Gm11019|Gm2373|Lincenc1|Platr18|linc-Enc1	long non-coding RNA, embryonic stem cells expressed 1	ncRNA
Merged-chr16-70725799-2	chr16	70725637	70725954	+	13.73	NA	Intergenic	L3|LINE|CR1	109370	NR_040474	52645	Mm.188475	NR_040474	ENSMUSG00000116792	D16Ertd519e	-	DNA segment, Chr 16, ERATO Doi 519, expressed	ncRNA
Merged-chr8-53070655-1	chr8	53070561	53070750	+	13.60	NA	Intergenic	Intergenic	-441047	NM_001005847	11593	Mm.334535	NM_001005847	ENSMUSG00000031521	Aga	AW060726	aspartylglucosaminidase	protein-coding
Merged-chr16-26445079-1	chr16	26444974	26445185	+	13.60	NA	Intergenic	Intergenic	-18056	NM_053241	114141	Mm.275205	NM_053241	ENSMUSG00000038148	Cldn16	PCLN1|claudin-16	claudin 16	protein-coding
Merged-chr2-44993624-1	chr2	44993537	44993712	+	13.60	NA	intron (NM_001355289, intron 10 of 10)	intron (NM_001355289, intron 10 of 10)	29553	NR_039591	100628598		NR_039591	ENSMUSG00000092679	Mir5129	mir-5129|mmu-mir-5129|mu-mir-5129	microRNA 5129	ncRNA
Merged-chr13-104940150-1	chr13	104939988	104940313	+	13.60	NA	Intergenic	Intergenic	-76257	NM_029984	77803	Mm.159995	NM_029984	ENSMUSG00000042655	Shisal2b	A930021C24Rik|Fam159b	shisa like 2B	protein-coding
Merged-chr4-3302054-2	chr4	3301746	3302401	+	13.60	NA	Intergenic	Intergenic	-116768	NM_001167535	100312471	Mm.377218	NM_001167535	ENSMUSG00000115466	Vmn1r3	Gm11778	vomeronasal 1 receptor 3	protein-coding
Merged-chr11-15392269-1	chr11	15392165	15392374	+	13.60	NA	Intergenic	MT2B1|LTR|ERVL	793029	NM_001164166	432536	Mm.33646	NM_001164166	ENSMUSG00000084135	Pom121l12	1700054H16Rik	POM121 membrane glycoprotein-like 12	protein-coding
Merged-chr13-104948833-1	chr13	104948761	104948907	+	13.60	NA	3' UTR (NM_029879, exon 6 of 6)	3' UTR (NM_029879, exon 6 of 6)	-84941	NM_029984	77803	Mm.159995	NM_029984	ENSMUSG00000042655	Shisal2b	A930021C24Rik|Fam159b	shisa like 2B	protein-coding
