PeakID (cmd=annotatePeaks.pl /exports/humgen/jihed/Coordinate_TOKEEP/atac_peaks/ATAC_Veronica_DN1/DN1_KO_less_accessible_allvsall.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr5-141837259-1	chr5	141837174	141837345	+	19.37	NA	intron (NM_177879, intron 5 of 44)	MTEa|LTR|ERVL-MaLR	-564238	NM_199068	17425	Mm.24214	NM_010812	ENSMUSG00000056493	Foxk1	A630048H08Rik|AI463295|Gm10868|Mnf	forkhead box K1	protein-coding
Merged-chr8-87990736-1	chr8	87990671	87990802	+	19.17	NA	Intergenic	Intergenic	-31141	NM_033327	94187	Mm.23452	NM_033327	ENSMUSG00000045333	Zfp423	Ebfaz|Roaz|Zfp104|Znf423|ataxia1|mKIAA0760|nur12	zinc finger protein 423	protein-coding
Merged-chr13-47569042-1	chr13	47568981	47569104	+	18.75	NA	Intergenic	L1MC3|LINE|L1	-98508	NR_153835	74939	Mm.342710	NR_153835	ENSMUSG00000114509	4930471G24Rik	-	RIKEN cDNA 4930471G24 gene	ncRNA
Merged-chr18-83208463-1	chr18	83208410	83208518	+	18.75	NA	Intergenic	L1Md_F2|LINE|L1	117420	NR_045361	70960	Mm.410834	NR_045361	ENSMUSG00000118333	4921531P14Rik	1700108N05Rik	RIKEN cDNA 4921531P14 gene	ncRNA
Merged-chr8-80629485-1	chr8	80629372	80629600	+	18.75	NA	intron (NM_001167898, intron 2 of 7)	RLTR10|LTR|ERVK	18447	NM_001167898	333315	Mm.134296	NM_001167898	ENSMUSG00000042353	Frem3	Gm795|NV2	Fras1 related extracellular matrix protein 3	protein-coding
Merged-chr3-57450719-1	chr3	57450665	57450774	+	18.33	NA	Intergenic	B4|SINE|B4	25309	NM_145539	229302	Mm.26618	NM_145539	ENSMUSG00000027801	Tm4sf4	Iltmp	transmembrane 4 superfamily member 4	protein-coding
Merged-chr9-43843322-1	chr9	43843234	43843411	+	17.50	NA	Intergenic	Intergenic	99368	NM_021424	58235	Mm.335096	NM_021424	ENSMUSG00000032012	Nectin1	AI835281|AW549174|Cd111|HIgR|HveC|PRR|PRR1|Pvrl1|nectin-1	nectin cell adhesion molecule 1	protein-coding
Merged-chr10-27898136-1	chr10	27898058	27898215	+	17.50	NA	Intergenic	Intergenic	-176684	NM_008983	19272	Mm.332303	NM_008983	ENSMUSG00000019889	Ptprk	AI853699|PTPk|RPTPkappa	protein tyrosine phosphatase, receptor type, K	protein-coding
Merged-chr5-40058441-1	chr5	40058378	40058505	+	17.50	NA	Intergenic	L1_Mus1|LINE|L1	-413810	NM_010474	15476	Mm.12559	NM_010474	ENSMUSG00000051022	Hs3st1	3-Ost|D5Wsu110e|Hsg3ost	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	protein-coding
Merged-chr14-34264997-1	chr14	34264876	34265119	+	17.50	NA	intron (NM_001360074, intron 3 of 9)	intron (NM_001360074, intron 3 of 9)	44951	NM_176931	319508	Mm.228006	NM_176931	ENSMUSG00000041479	Syt15	CHR10SYT|E230025K04Rik|sytXV	synaptotagmin XV	protein-coding
Merged-chr5-18657719-2	chr5	18657607	18657820	+	17.50	NA	Intergenic	MMVL30-int|LTR|ERV1	-297300	NM_010305	14677	Mm.254629	NM_010305	ENSMUSG00000057614	Gnai1	AU046200|Gialpha1|Gnai-1	guanine nucleotide binding protein (G protein), alpha inhibiting 1	protein-coding
Merged-chr12-29456824-1	chr12	29456712	29456937	+	17.50	NA	Intergenic	Intergenic	-71560	NM_001361660	17933	Mm.253067	NM_008666	ENSMUSG00000061911	Myt1l	2900046C06Rik|2900093J19Rik|C630034G21Rik|Nztf1|Pmng1|Png-1|mKIAA1106	myelin transcription factor 1-like	protein-coding
Merged-chr12-46660178-1	chr12	46660090	46660268	+	17.50	NA	Intergenic	Lx6|LINE|L1	158588	NM_001364634	664883	Mm.247195	NM_021361	ENSMUSG00000021047	Nova1	9430099M15Rik|G630039L02|Nova-1	neuro-oncological ventral antigen 1	protein-coding
Merged-chr3-72815435-1	chr3	72815381	72815491	+	17.50	NA	Intergenic	L1_Mus2|LINE|L1	152427	NM_001081137	69983	Mm.261054	NM_001081137	ENSMUSG00000027790	Sis	2010204N08Rik|SI|Si-s	sucrase isomaltase (alpha-glucosidase)	protein-coding
Merged-chr16-52336989-1	chr16	52336893	52337087	+	17.50	NA	intron (NM_009655, intron 1 of 15)	(CA)n|Simple_repeat|Simple_repeat	116091	NM_001331110	11658	Mm.288282	NM_009655	ENSMUSG00000022636	Alcam	AI853494|BEN|CD166|DM-GRASP|MuSC|SC1	activated leukocyte cell adhesion molecule	protein-coding
Merged-chr7-120552563-1	chr7	120552481	120552647	+	16.87	NA	Intergenic	Intergenic	-45061	NR_024324	78552	Mm.289190	NR_024324	ENSMUSG00000044141	E130201H02Rik	-	Y box protein 1 pseudogene	pseudo
Merged-chr5-113496789-1	chr5	113496689	113496891	+	16.67	NA	Intergenic	Intergenic	-53630	NM_177292	320916	Mm.102783	NM_177292	ENSMUSG00000063430	Wscd2	4933413A10Rik|C530024P05Rik|Gm450	WSC domain containing 2	protein-coding
Merged-chr1-139788081-1	chr1	139788011	139788153	+	16.67	NA	Intergenic	Lx6|LINE|L1	-6843	NM_001160303	214403	Mm.337613	NM_001029977	ENSMUSG00000070594	Gm4788	Cfhrc|EG214403	predicted gene 4788	protein-coding
Merged-chr1-58124293-1	chr1	58124226	58124362	+	16.25	NA	intron (NM_023617, intron 5 of 34)	intron (NM_023617, intron 5 of 34)	11158	NM_023617	71724	Mm.20108	NM_023617	ENSMUSG00000064294	Aox3	1200011D03Rik|AI326299|Aoh1|Aoh2	aldehyde oxidase 3	protein-coding
Merged-chr12-22744969-2	chr12	22744828	22745083	+	16.25	NA	Intergenic	Intergenic	265288	NR_015504	69732	Mm.391403	NM_028362	ENSMUSG00000073164	2410018L13Rik	2810480C08Rik	RIKEN cDNA 2410018L13 gene	ncRNA
Merged-chr9-25805747-1	chr9	25805692	25805803	+	16.25	NA	Intergenic	Lx3_Mus|LINE|L1	324150	NM_026189	67484	Mm.112977	NM_026189	ENSMUSG00000036611	Eepd1	2310005P05Rik|AI481005	endonuclease/exonuclease/phosphatase family domain containing 1	protein-coding
Merged-chr17-13486684-1	chr17	13486602	13486768	+	16.25	NA	TTS (NR_045437)	TTS (NR_045437)	-34771	NR_030763	272667	Mm.444718	NR_030763	ENSMUSG00000079711	Smok4a	4930513D10Rik|Smok2c	sperm motility kinase 4A	pseudo
Merged-chr1-34230521-1	chr1	34230376	34230668	+	16.25	NA	intron (NM_001276764, intron 60 of 102)	intron (NM_001276764, intron 60 of 102)	70262	NM_010081	13518	Mm.336625	NM_010081	ENSMUSG00000026131	Dst	2310001O04Rik|A830042E19Rik|AW554249|BP230|BPAG1-n|Bpag|Bpag1|Macf2|ah|athetoid|dt|mKIAA0728|nmf203|nmf339	dystonin	protein-coding
Merged-chr1-85155285-1	chr1	85155195	85155377	+	16.25	NA	Intergenic	RMER19B|LTR|ERVK	-44325	NM_001081746	665378	Mm.440912	NM_001081746		Gm7609	EG665378	predicted pseudogene 7609	protein-coding
Merged-chr3-67671764-1	chr3	67671676	67671854	+	16.25	NA	Intergenic	MTD|LTR|ERVL-MaLR	88997	NM_025813	66868	Mm.491153	NM_025813	ENSMUSG00000027775	Mfsd1	1200003O06Rik	major facilitator superfamily domain containing 1	protein-coding
Merged-chr7-93103688-1	chr7	93103602	93103775	+	16.00	NA	Intergenic	RMER19B|LTR|ERVK	23809	NM_021427	58238	Mm.113787	NM_021427	ENSMUSG00000051515	Fam181b	A830059I20Rik|AB041569	family with sequence similarity 181, member B	protein-coding
Merged-chr5-136275844-1	chr5	136275755	136275934	+	15.83	NA	intron (NM_001291233, intron 23 of 23)	ID_B1|SINE|B4	-30904	NM_001302938	23921	Mm.425294	NM_018825	ENSMUSG00000005057	Sh2b2	Aps	SH2B adaptor protein 2	protein-coding
Merged-chr11-47023648-1	chr11	47023491	47023806	+	15.83	NA	intron (NM_011891, intron 6 of 7)	intron (NM_011891, intron 6 of 7)	212849	NM_178759	276891	Mm.69002	NM_178759	ENSMUSG00000055546	Timd4	B430010N18Rik|TIM-4|Tim4	T cell immunoglobulin and mucin domain containing 4	protein-coding
Merged-chr18-4488059-1	chr18	4487985	4488134	+	15.83	NA	Intergenic	Lx3C|LINE|L1	112467	NM_001361008	67440	Mm.49826	NM_026157	ENSMUSG00000024234	Mtpap	0610027A18Rik|AW551379|Papd1|Tent6	mitochondrial poly(A) polymerase	protein-coding
Merged-chr14-77637268-1	chr14	77637131	77637406	+	15.50	NA	intron (NM_001253759, intron 14 of 19)	intron (NM_001253759, intron 14 of 19)	-130400	NR_033141	629678	Mm.390721	NM_001037935	ENSMUSG00000067973	Gm6994	EG629678	predicted gene 6994	ncRNA
Merged-chr5-80025882-1	chr5	80025817	80025948	+	15.31	NA	Intergenic	ORR1D2|LTR|ERVL-MaLR	-994689	NM_001347371	319387	Mm.273631	NM_198702	ENSMUSG00000037605	Adgrl3	5430402I23Rik|CIRL-3|D130075K09Rik|Gm1379|LEC3|Lphn3|mKIAA0768	adhesion G protein-coupled receptor L3	protein-coding
Merged-chr17-34520953-1	chr17	34520881	34521026	+	15.00	NA	Intergenic	RLTR20D|LTR|ERVK	-3601	NM_030747	624681	Mm.471592	NM_030747	ENSMUSG00000092618	Btnl6	EG624681|Gm6519|NG13	butyrophilin-like 6	protein-coding
Merged-chr12-19771382-1	chr12	19771281	19771485	+	15.00	NA	Intergenic	Intergenic	1044396	NR_015521	69513	Mm.273972	NR_015521	ENSMUSG00000099759	1700030C10Rik	-	RIKEN cDNA 1700030C10 gene	ncRNA
Merged-chr5-95955944-1	chr5	95955866	95956024	+	15.00	NA	promoter-TSS (NM_018866)	promoter-TSS (NM_018866)	-994	NM_018866	55985	Mm.10116	NM_018866	ENSMUSG00000023078	Cxcl13	4631412M08Rik|ANGIE2|Angie|BCA-1|BLC|BLR1L|Scyb13	chemokine (C-X-C motif) ligand 13	protein-coding
Merged-chr12-19827921-1	chr12	19827843	19828000	+	15.00	NA	Intergenic	MTC|LTR|ERVL-MaLR	987858	NR_015521	69513	Mm.273972	NR_015521	ENSMUSG00000099759	1700030C10Rik	-	RIKEN cDNA 1700030C10 gene	ncRNA
Merged-chr8-93009438-1	chr8	93009383	93009495	+	15.00	NA	Intergenic	Intergenic	38753	NM_001013764	244595	Mm.390089	NM_001013764	ENSMUSG00000071047	Ces1a	Ces1l|EG244595|Gm4976	carboxylesterase 1A	protein-coding
Merged-chr3-28845153-1	chr3	28845080	28845228	+	15.00	NA	Intergenic	Intergenic	39646	NR_154888	68028	Mm.21724	NM_026517	ENSMUSG00000039221	Rpl22l1	3110001N18Rik|AU041196	ribosomal protein L22 like 1	protein-coding
Merged-chr1-46076059-1	chr1	46075944	46076176	+	15.00	NA	intron (NM_001368717, intron 1 of 64)	L1Md_F2|LINE|L1	9207	NM_001368717	227058	Mm.296880	NM_001160386	ENSMUSG00000041144	Dnah7b	Dnahc7b|Gm107	dynein, axonemal, heavy chain 7B	protein-coding
Merged-chr5-31374376-1	chr5	31374303	31374450	+	15.00	NA	Intergenic	MER52-int|LTR|ERV1	76813	NM_144909	231103	Mm.100043	NM_144909	ENSMUSG00000059434	Gckr	GKRP	glucokinase regulatory protein	protein-coding
Merged-chr17-69608973-1	chr17	69608895	69609053	+	15.00	NA	Intergenic	L1_Mus3|LINE|L1	169648	NM_001145192	320722	Mm.400254	NM_001145192	ENSMUSG00000091636	Akain1	A330050F15Rik	A kinase (PRKA) anchor inhibitor 1	protein-coding
Merged-chr16-92920062-1	chr16	92919994	92920131	+	15.00	NA	Intergenic	Intergenic	-93988	NM_001111022	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
Merged-chr3-88869637-1	chr3	88869580	88869696	+	15.00	NA	intron (NM_027389, intron 11 of 31)	L2a|LINE|L2	34407	NM_027389	76022	Mm.126870	NM_027389	ENSMUSG00000054199	Gon4l	1500041I23Rik|2610100B20Rik|3632445O20Rik|5430404N14Rik|AA387005	gon-4-like (C.elegans)	protein-coding
Merged-chr10-18922634-1	chr10	18922567	18922703	+	15.00	NA	Intergenic	Intergenic	77564	NM_022032	64058	Mm.28209	NM_022032	ENSMUSG00000019851	Perp	1110017A08Rik|KCP1|KRTCAP1|PIGPC1|THW	PERP, TP53 apoptosis effector	protein-coding
Merged-chr5-108784645-1	chr5	108784541	108784750	+	15.00	NA	intron (NM_026109, intron 2 of 4)	intron (NM_026109, intron 2 of 4)	-9618	NM_001362887	671564	Mm.244849	NM_001362887	ENSMUSG00000055385	Rnf212	EG330157|F830003B07|repro57	ring finger protein 212	protein-coding
Merged-chr2-84126679-1	chr2	84126606	84126754	+	15.00	NA	Intergenic	Lx7|LINE|L1	-185454	NM_027964	71861	Mm.116957	NM_027964	ENSMUSG00000034552	Zswim2	1700025P14Rik|4933437F18Rik|MEX	zinc finger SWIM-type containing 2	protein-coding
Merged-chr3-100962710-1	chr3	100962653	100962768	+	14.50	NA	exon (NM_001013026, exon 5 of 23)	exon (NM_001013026, exon 5 of 23)	6953	NM_001013026	74044	Mm.270961	NM_001013026	ENSMUSG00000033222	Ttf2	4632434F22Rik|8030447N19|AV218430	transcription termination factor, RNA polymerase II	protein-coding
Merged-chr18-54043213-1	chr18	54043128	54043300	+	14.37	NA	Intergenic	Intergenic	181101	NM_152809	70425	Mm.368668	NM_152809	ENSMUSG00000073563	Csnk1g3	3300002K07Rik|C330049O21Rik	casein kinase 1, gamma 3	protein-coding
Merged-chr16-12650741-1	chr16	12650686	12650797	+	14.17	NA	Intergenic	Intergenic	-160649	NR_040507	75493	Mm.396146	NR_040507	ENSMUSG00000101565	1700003L19Rik	-	RIKEN cDNA 1700003L19 gene	ncRNA
Merged-chr4-111468075-1	chr4	111468011	111468140	+	14.17	NA	intron (NM_001284190, intron 6 of 12)	intron (NM_001284190, intron 6 of 12)	53069	NR_033793	67621	Mm.45533	NM_026279	ENSMUSG00000028545	Bend5	2310026E23Rik	BEN domain containing 5	protein-coding
Merged-chr8-127124262-1	chr8	127124191	127124334	+	14.17	NA	intron (NM_001363431, intron 1 of 24)	ORR1D2|LTR|ERVL-MaLR	60206	NM_001309392	93742	Mm.299254	NM_033620	ENSMUSG00000025812	Pard3	AA960621|AI256638|Asip|D8Ertd580e|Par-3|Par3|Pard-3|Pard3a|Phip	par-3 family cell polarity regulator	protein-coding
Merged-chr13-92060468-1	chr13	92060409	92060528	+	14.17	NA	intron (NM_009027, intron 1 of 23)	intron (NM_009027, intron 1 of 23)	71360	NM_009027	19418	Mm.248630	NM_009027	ENSMUSG00000021708	Rasgrf2	6330417G04Rik|AW048350|Grf2|Ras-GRF2	RAS protein-specific guanine nucleotide-releasing factor 2	protein-coding
Merged-chr16-22792409-1	chr16	22792356	22792463	+	14.17	NA	Intergenic	MIR3|SINE|MIR	19001	NM_009967	12970	Mm.6253	NM_009967	ENSMUSG00000033501	Crygs	AI327013|Opj|rncat	crystallin, gamma S	protein-coding
Merged-chr18-82644693-1	chr18	82644625	82644763	+	14.17	NA	intron (NM_177832, intron 9 of 29)	intron (NM_177832, intron 9 of 29)	48040	NM_177832	329002	Mm.34438	NM_177832	ENSMUSG00000041258	Zfp236	AI447957|Gm335	zinc finger protein 236	protein-coding
Merged-chr9-75133395-1	chr9	75133290	75133501	+	14.17	NA	intron (NM_010864, intron 5 of 40)	B3|SINE|B2	62189	NM_010864	17918	Mm.3645	NM_010864	ENSMUSG00000034593	Myo5a	9630007J19Rik|AI413174|AI661011|Dbv|MVa|Myo5|MyoVA|Sev-1|d|d-120J|flail|flr	myosin VA	protein-coding
Merged-chr2-19311680-1	chr2	19311622	19311739	+	14.17	NA	Intergenic	Intergenic	-32637	NR_126563	108871	Mm.107666	NR_126563		4930447M23Rik	-	RIKEN cDNA 4930447M23 gene	ncRNA
Merged-chr5-18121138-1	chr5	18121008	18121270	+	14.17	NA	Intergenic	IAPLTR2_Mm|LTR|ERVK	158569	NM_001081143	242851	Mm.332230	NM_001081143	ENSMUSG00000028777	Gnat3	Ggust|Gtn	guanine nucleotide binding protein, alpha transducing 3	protein-coding
Merged-chr12-109937403-1	chr12	109937331	109937476	+	14.17	NA	Intergenic	Intergenic	189525	NR_037233	100499517		NR_037233	ENSMUSG00000093351	Mir3072	mir-3072|mmu-mir-3072	microRNA 3072	ncRNA
Merged-chr9-31186782-1	chr9	31186688	31186878	+	14.17	NA	intron (NM_001102456, intron 1 of 16)	intron (NM_001102456, intron 1 of 16)	25065	NM_001102455	11804	Mm.19133	NM_009691	ENSMUSG00000031996	Aplp2	AI790698|APLP-2|CDEBP	amyloid beta (A4) precursor-like protein 2	protein-coding
Merged-chr15-93787135-1	chr15	93786993	93787278	+	14.00	NA	Intergenic	Intergenic	139976	NR_045737	77248	Mm.410768	NR_045737	ENSMUSG00000116360	9430014N10Rik	-	RIKEN cDNA 9430014N10 gene	ncRNA
Merged-chr10-30216389-1	chr10	30216162	30216617	+	13.75	NA	Intergenic	L1Md_T|LINE|L1	-15849	NM_001109747	66311	Mm.251779	NM_001109747	ENSMUSG00000075266	Cenpw	2610036L11Rik|Cug2	centromere protein W	protein-coding
Merged-chr2-17880197-1	chr2	17880121	17880275	+	13.75	NA	Intergenic	Intergenic	116760	NM_026627	68231	Mm.23887	NM_026627	ENSMUSG00000062651	H2al2a	1700113O17Rik|H2A.Bbd|H2A.L.2|H2afb1|H2al2|TSEG-1|Tseg1	H2A histone family member L2A	protein-coding
Merged-chr11-101237519-1	chr11	101237462	101237577	+	13.75	NA	Intergenic	ID4|SINE|ID	-8815	NM_019444	54409	Mm.260698	NM_019444	ENSMUSG00000001240	Ramp2	-	receptor (calcitonin) activity modifying protein 2	protein-coding
Merged-chr12-23794879-1	chr12	23794783	23794976	+	13.75	NA	Intergenic	Intergenic	302390	NM_001256489	66808	Mm.379124	NM_001256489	ENSMUSG00000073158	9030624G23Rik	-	RIKEN cDNA 9030624G23 gene	protein-coding
Merged-chr8-27832132-1	chr8	27832027	27832238	+	13.75	NA	Intergenic	Intergenic	252721	NR_033590	666422	Mm.484413	NR_033590	ENSMUSG00000110372	Gm8096	EG666422	3-phosphoglycerate dehydrogenase pseudogene	pseudo
Merged-chr9-67091205-1	chr9	67091129	67091282	+	13.75	NA	Intergenic	Intergenic	-11095	NR_153957	102632690	Mm.387246	NR_153957		Gm10646	-	predicted gene 10646	ncRNA
Merged-chr6-126569400-1	chr6	126569337	126569464	+	13.75	NA	Intergenic	Intergenic	-33845	NM_145983	16493	Mm.222831	NM_145983	ENSMUSG00000045534	Kcna5	Kv1.5	potassium voltage-gated channel, shaker-related subfamily, member 5	protein-coding
Merged-chr6-117418102-1	chr6	117418027	117418179	+	13.75	NA	Intergenic	MTD|LTR|ERVL-MaLR	-77132	NR_152214	100126203	Mm.217172	NR_152214		6820426E19Rik	Gm43983	RIKEN cDNA 6820426E19 gene	ncRNA
Merged-chr17-30545011-1	chr17	30544892	30545132	+	13.75	NA	intron (NM_172618, intron 1 of 11)	MTA_Mm-int|LTR|ERVL-MaLR	31275	NM_172618	224671	Mm.41220	NM_027060	ENSMUSG00000062202	Btbd9	1700023F20Rik|4930402L05|AI464421	BTB (POZ) domain containing 9	protein-coding
Merged-chr1-72491025-1	chr1	72490934	72491118	+	13.44	NA	intron (NM_001045533, intron 1 of 3)	intron (NM_001045533, intron 1 of 3)	46133	NM_001045533	381270	Mm.337023	NM_001045533	ENSMUSG00000039372	March4	BC056494|mKIAA1399	membrane-associated ring finger (C3HC4) 4	protein-coding
Merged-chr13-102397206-1	chr13	102397144	102397269	+	13.44	NA	Intergenic	Intergenic	-296341	NM_001360519	17079	Mm.373974	NM_008533	ENSMUSG00000021624	Cd180	F630107B15|Ly-78|Ly78|RP105	CD180 antigen	protein-coding
Merged-chr6-144955135-1	chr6	144955038	144955234	+	13.33	NA	Intergenic	Intergenic	93676	NM_001024468	12035	Mm.4606	NM_007532	ENSMUSG00000030268	Bcat1	BCATc|Eca39	branched chain aminotransferase 1, cytosolic	protein-coding
Merged-chr4-150764435-1	chr4	150764382	150764490	+	13.33	NA	Intergenic	B4A|SINE|B4	33516	NR_162802	114482888		NR_162802		Mir12196	mmu-mir-12196	microRNA mir-12196	ncRNA
Merged-chr16-10228802-1	chr16	10228749	10228857	+	13.33	NA	intron (NM_029253, intron 6 of 8)	RLTR20B3A_MM|LTR|ERVK	35897	NM_153123	75329	Mm.108729	NM_029253	ENSMUSG00000039200	Atf7ip2	4930558K11Rik|BC018510|Get-1|PSM2	activating transcription factor 7 interacting protein 2	protein-coding
Merged-chr5-122544677-1	chr5	122544585	122544771	+	13.33	NA	Intergenic	Intergenic	-42453	NM_009722	11938	Mm.227583	NM_009722	ENSMUSG00000029467	Atp2a2	9530097L16Rik|D5Wsu150e|SERCA2|SERCA2B|Serca2a|mKIAA4195	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	protein-coding
Merged-chr15-100957239-1	chr15	100957171	100957308	+	13.33	NA	intron (NM_001077499, intron 4 of 26)	intron (NM_001077499, intron 4 of 26)	20968	NM_011323	20273	Mm.385012	NM_011323	ENSMUSG00000023033	Scn8a	AI853486|C630029C19Rik|NaCh6|Nav1.6|dmu|med|mnd-2|mnd2|nmf2|nmf335|nmf58|nur14|seal	sodium channel, voltage-gated, type VIII, alpha	protein-coding
Merged-chr5-42685111-1	chr5	42685024	42685200	+	13.33	NA	Intergenic	L1Md_F2|LINE|L1	-548141	NM_001368807	231207	Mm.7233	NM_175937	ENSMUSG00000039782	Cpeb2	A630055H10Rik|Cpe-bp2	cytoplasmic polyadenylation element binding protein 2	protein-coding
Merged-chr4-154583481-1	chr4	154583393	154583571	+	13.33	NA	intron (NM_001291026, intron 1 of 16)	intron (NM_001291026, intron 1 of 16)	33200	NR_151634	102634405		NR_151634		Gm13133	-	predicted gene 13133	ncRNA
Merged-chr17-29680199-1	chr17	29680136	29680263	+	13.33	NA	intron (NM_028791, intron 5 of 23)	intron (NM_028791, intron 5 of 23)	19604	NM_028791	74157	Mm.390979	NM_028791	ENSMUSG00000024019	Cmtr1	1300018I05Rik|AI451264|Ftsjd2|MTr1	cap methyltransferase 1	protein-coding
Merged-chr18-66574935-1	chr18	66574870	66575002	+	13.33	NA	Intergenic	RLTR33|LTR|ERVK	70758	NR_040528	100503565	Mm.98256	NR_040528	ENSMUSG00000118376	Gm9926	-	predicted gene 9926	ncRNA
Merged-chr2-26108701-1	chr2	26108632	26108771	+	13.33	NA	intron (NM_026495, intron 1 of 5)	intron (NM_026495, intron 1 of 5)	14110	NM_026495	67991	Mm.131074	NM_026495	ENSMUSG00000026932	Nacc2	0610020I02Rik|AI448087|Btbd14a|C030048H19Rik	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing	protein-coding
Merged-chr8-11040024-1	chr8	11039916	11040133	+	13.33	NA	intron (NR_046017, intron 1 of 4)	intron (NR_046017, intron 1 of 4)	-31095	NM_001081212	384783	Mm.407207	NM_001081212	ENSMUSG00000038894	Irs2	Irs-2	insulin receptor substrate 2	protein-coding
Merged-chr6-47313411-1	chr6	47313354	47313470	+	13.33	NA	Intergenic	MTA_Mm|LTR|ERVL-MaLR	69016	NM_025771	66797	Mm.440084	NM_025771	ENSMUSG00000039419	Cntnap2	5430425M22Rik|Caspr2|mKIAA0868	contactin associated protein-like 2	protein-coding
Merged-chr11-28338375-1	chr11	28338321	28338430	+	13.33	NA	Intergenic	Intergenic	245949	NM_181577	216613	Mm.93759	NM_181577	ENSMUSG00000032878	Ccdc85a	-	coiled-coil domain containing 85A	protein-coding
Merged-chr16-24991504-1	chr16	24991451	24991559	+	13.12	NA	3' UTR (NM_001145954, exon 8 of 8)	3' UTR (NM_001145954, exon 8 of 8)	-68134	NR_040374	319487	Mm.137341	NR_040374	ENSMUSG00000096960	A230028O05Rik	-	RIKEN cDNA A230028O05 gene	ncRNA
Merged-chr11-74142442-1	chr11	74142382	74142503	+	13.12	NA	Intergenic	RMER1C|Other|Other	-12714	NM_146708	258703	Mm.377644	NM_146708	ENSMUSG00000070379	Olfr402	MOR255-4	olfactory receptor 402	protein-coding
Merged-chr6-118044639-1	chr6	118044581	118044698	+	13.12	NA	intron (NM_001362105, intron 2 of 13)	intron (NM_001362105, intron 2 of 13)	-21746	NM_027526	70727	Mm.87660	NM_027526	ENSMUSG00000030134	Rasgef1a	6330404M18Rik|AI835194	RasGEF domain family, member 1A	protein-coding
Merged-chr5-122301874-1	chr5	122301798	122301951	+	13.00	NA	intron (NM_177242, intron 1 of 5)	PB1D7|SINE|Alu	17476	NM_177242	320717	Mm.489670	NM_177242	ENSMUSG00000038582	Pptc7	9130017A15Rik|AA672638|AI848390|TA-PP2C	PTC7 protein phosphatase homolog	protein-coding
Merged-chr5-37720180-1	chr5	37720064	37720298	+	13.00	NA	Intergenic	Intergenic	-3028	NM_022416	64293	Mm.103714	NM_022416	ENSMUSG00000029123	Stk32b	2510009F08Rik|STKG6|Stk32|YANK2	serine/threonine kinase 32B	protein-coding
Merged-chr5-30405556-1	chr5	30405499	30405615	+	13.00	NA	intron (NM_001100395, intron 8 of 46)	intron (NM_001100395, intron 8 of 46)	56375	NM_001313767	83762	Mm.244502	NM_031875	ENSMUSG00000062372	Otof	-	otoferlin	protein-coding
Merged-chr12-17910692-1	chr12	17910593	17910792	+	12.50	NA	Intergenic	Intergenic	219883	NM_016677	53602	Mm.313619	NM_016677	ENSMUSG00000071379	Hpcal1	NVL-3|NVP-3|Nvp3|VILIP3|Vnsl3|Vsnl3	hippocalcin-like 1	protein-coding
Merged-chr7-65095796-1	chr7	65095721	65095872	+	12.50	NA	intron (NM_183087, intron 1 of 9)	intron (NM_183087, intron 1 of 9)	60732	NM_183087	70638	Mm.441986	NM_183087	ENSMUSG00000030518	Fam189a1	5730507A09Rik|AW047451	family with sequence similarity 189, member A1	protein-coding
Merged-chr8-8224079-1	chr8	8223979	8224180	+	12.50	NA	Intergenic	Intergenic	437163	NM_001368299	13642	Mm.209813	NM_010111	ENSMUSG00000001300	Efnb2	ELF-2|Epl5|Eplg5|Htk-L|LERK-5|Lerk5|NLERK-1	ephrin B2	protein-coding
Merged-chr8-93655647-1	chr8	93655579	93655716	+	12.50	NA	Intergenic	B4A|SINE|B4	64328	NR_154559	108167546	Mm.403939	NR_154559		Gm30606	-	predicted gene, 30606	ncRNA
Merged-chr1-52874888-1	chr1	52874790	52874988	+	12.50	NA	intron (NM_146108, intron 6 of 13)	intron (NM_146108, intron 6 of 13)	29851	NM_146108	227095	Mm.222063	NM_146108	ENSMUSG00000041426	Hibch	2610509I15Rik|HIBYL-COA-H	3-hydroxyisobutyryl-Coenzyme A hydrolase	protein-coding
