PeakID (cmd=annotatePeaks.pl DN1_less_accessible_peaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1748	chr16	91879676	91880005	+	0	NA	intron (NM_010587, intron 28 of 38)	MLT1B|LTR|ERVL-MaLR	51790	NM_138597	28080	Mm.41	NM_138597	ENSMUSG00000022956	Atp5o	ATPO|Atp5po|D12Wsu28e|OSCP	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	protein-coding
654	chr5	120031518	120031792	+	0	NA	Intergenic	Intergenic	-84858	NM_028762	74111	Mm.41022	NM_028762	ENSMUSG00000029594	Rbm19	1200009A02Rik|AV302714|NPO	RNA binding motif protein 19	protein-coding
78	chr1	120603764	120604025	+	0	NA	exon (NM_010133, exon 1 of 2)	exon (NM_010133, exon 1 of 2)	1407	NM_010133	13798	Mm.2657	NM_010133	ENSMUSG00000058665	En1	En-1|Mo-en.1|engrailed-1	engrailed 1	protein-coding
1437	chr13	12105999	12106333	+	0	NA	intron (NM_023868, intron 1 of 104)	CpG	779	NM_023868	20191	Mm.239871	NM_023868	ENSMUSG00000021313	Ryr2	9330127I20Rik|RYR-2	ryanodine receptor 2, cardiac	protein-coding
1388	chr12	79906958	79907178	+	0	NA	Intergenic	Intergenic	17665	NR_131075	77290	Mm.395042	NR_131073	ENSMUSG00000112765	9430078K24Rik	-	RIKEN cDNA 9430078K24 gene	ncRNA
593	chr5	36477424	36477616	+	0	NA	intron (NM_001170454, intron 1 of 1)	intron (NM_001170454, intron 1 of 1)	6765	NM_001170454	231151	Mm.421558	NM_001170454	ENSMUSG00000029196	Tada2b	AA474455|Gm145	transcriptional adaptor 2B	protein-coding
390	chr3	109384356	109384558	+	0	NA	intron (NM_020505, intron 1 of 26)	intron (NM_020505, intron 1 of 26)	43774	NM_020505	57257	Mm.282257	NM_020505	ENSMUSG00000033721	Vav3	A530094I06Rik|AA986410|Idd18.1	vav 3 oncogene	protein-coding
1404	chr12	99205859	99206102	+	0	NA	intron (NM_183186, intron 5 of 5)	intron (NM_183186, intron 5 of 5)	-43172	NR_038130	67639	Mm.87374	NR_038130	ENSMUSG00000113210	4930474N09Rik	-	RIKEN cDNA 4930474N09 gene	ncRNA
1249	chr11	19866283	19866488	+	0	NA	Intergenic	Intergenic	-58057	NM_033523	114716	Mm.266627	NM_033523	ENSMUSG00000045671	Spred2	C79158	sprouty-related EVH1 domain containing 2	protein-coding
695	chr6	32196889	32197279	+	0	NA	exon (NM_175750, exon 19 of 32)	exon (NM_175750, exon 19 of 32)	146796	NM_029587	76382	Mm.23510	NM_029587	ENSMUSG00000029766	1700012A03Rik	AI429084	RIKEN cDNA 1700012A03 gene	protein-coding
16	chr1	33756895	33757074	+	0	NA	intron (NM_145392, intron 1 of 2)	intron (NM_145392, intron 1 of 2)	766	NM_145392	213539	Mm.247037	NM_145392	ENSMUSG00000042215	Bag2	2610042A13Rik|BC016230	BCL2-associated athanogene 2	protein-coding
625	chr5	93235720	93235957	+	0	NA	Intergenic	Intergenic	29320	NM_029363	75610	Mm.175502	NM_029363	ENSMUSG00000029384	2010109A12Rik	-	RIKEN cDNA 2010109A12 gene	protein-coding
1119	chr9	121993083	121993346	+	0	NA	intron (NM_001289559, intron 1 of 2)	intron (NM_001289559, intron 1 of 2)	2812	NM_001289558	215494	Mm.402151	NM_153540	ENSMUSG00000066235	Pomgnt2	Ago61|C85492|Gtdc2	protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2	protein-coding
381	chr3	101701145	101701465	+	0	NA	Intergenic	MIRc|SINE|MIR	-96598	NM_144900	11928	Mm.193670	NM_144900	ENSMUSG00000033161	Atp1a1	Atpa-1|BC010319	ATPase, Na+/K+ transporting, alpha 1 polypeptide	protein-coding
1532	chr13	113333079	113333259	+	0	NA	Intergenic	Intergenic	123510	NM_023612	71690	Mm.38929	NM_023612	ENSMUSG00000042379	Esm1	0610042H23Rik|AV004503|ESM-1	endothelial cell-specific molecule 1	protein-coding
315	chr2	178691910	178692232	+	0	NA	Intergenic	Intergenic	261556	NM_198656	381409	Mm.330860	NM_198656	ENSMUSG00000039155	Cdh26	Gm1010	cadherin-like 26	protein-coding
3	chr1	9823832	9824050	+	0	NA	intron (NM_177547, intron 1 of 16)	intron (NM_177547, intron 1 of 16)	-24340	NM_001037759	170755	Mm.336410	NM_133220	ENSMUSG00000025915	Sgk3	2510015P22Rik|A330005P07Rik|Cisk|fy|fz	serum/glucocorticoid regulated kinase 3	protein-coding
1283	chr11	57911612	57912156	+	0	NA	Intergenic	Intergenic	-79737	NM_008213	15110	Mm.4746	NM_008213	ENSMUSG00000037335	Hand1	Ehand1|Hxt|Th1|Thing1|bHLHa27|eHAND	heart and neural crest derivatives expressed 1	protein-coding
1212	chr10	96150578	96150970	+	0	NA	Intergenic	MLTR11B|LTR|ERVK	-75433	NR_110448	74881	Mm.410819	NR_110448	ENSMUSG00000112762	4930459C07Rik	-	RIKEN cDNA 4930459C07 gene	ncRNA
546	chr4	137748821	137749087	+	0	NA	intron (NM_001287172, intron 7 of 11)	intron (NM_001287172, intron 7 of 11)	17521	NM_001287172	11647	Mm.288186	NM_007431	ENSMUSG00000028766	Alpl	ALP|APTNAP|Akp-2|Akp2|TNAP|TNSALP	alkaline phosphatase, liver/bone/kidney	protein-coding
2016	chrX	53333432	53333713	+	0	NA	Intergenic	ORR1A4-int|LTR|ERVL-MaLR	36987	NR_110964	70380	Mm.491083	NM_027409	ENSMUSG00000023074	Mospd1	1810018L05Rik	motile sperm domain containing 1	protein-coding
984	chr8	77510576	77511024	+	0	NA	intron (NM_001363418, intron 1 of 21)	intron (NM_001363418, intron 1 of 21)	-6256	NR_028125	70345	Mm.411813	NR_028125	ENSMUSG00000097882	0610038B21Rik	-	RIKEN cDNA 0610038B21 gene	ncRNA
946	chr8	23166625	23166823	+	0	NA	Intergenic	Intergenic	13453	NM_029002	74561	Mm.290028	NM_029002	ENSMUSG00000063672	Nkx6-3	9130417I07Rik|Nkx6.3	NK6 homeobox 3	protein-coding
1802	chr17	31067233	31067566	+	0	NA	intron (NM_009593, intron 2 of 14)	intron (NM_009593, intron 2 of 14)	9705	NM_009593	11307	Mm.15691	NM_009593	ENSMUSG00000024030	Abcg1	AW413978|Abc8|White	ATP binding cassette subfamily G member 1	protein-coding
590	chr5	35774049	35774237	+	0	NA	intron (NM_177678, intron 1 of 19)	intron (NM_177678, intron 1 of 19)	16263	NM_001177696	231148	Mm.254446	NM_177678	ENSMUSG00000029095	Ablim2	AI606905|C230091L11	actin-binding LIM protein 2	protein-coding
452	chr4	43287402	43287610	+	0	NA	intron (NM_177195, intron 2 of 28)	MTE2b|LTR|ERVL-MaLR	20347	NM_177195	320571	Mm.74465	NM_177195	ENSMUSG00000028457	Atp8b5	4930417M19Rik|Feta	ATPase, class I, type 8B, member 5	protein-coding
64	chr1	96684015	96684253	+	0	NA	Intergenic	Intergenic	-21561	NR_040478	75159	Mm.243854	NR_040478	ENSMUSG00000100589	4930533P14Rik	-	RIKEN cDNA 4930533P14 gene	ncRNA
1308	chr11	95914757	95914941	+	0	NA	promoter-TSS (NM_008081)	promoter-TSS (NM_008081)	22	NM_008081	14422	Mm.340702	NM_008081	ENSMUSG00000013418	B4galnt2	AI593864|Dlb-1|Dlb1|Galg2|Galgt2|Ggm3|Igf2bp1	beta-1,4-N-acetyl-galactosaminyl transferase 2	protein-coding
1830	chr17	56727251	56727508	+	0	NA	Intergenic	PB1D10|SINE|Alu	-6849	NR_033644	14346	Mm.160272	NR_033644	ENSMUSG00000117146	Fut4-ps1	-	fucosyltransferase 4, pseudogene 1	pseudo
239	chr2	105358149	105358448	+	0	NA	intron (NM_028747, intron 3 of 3)	MLT1K|LTR|ERVL-MaLR	41021	NM_009037	19672	Mm.4876	NM_009037	ENSMUSG00000005973	Rcn1	Rcn	reticulocalbin 1	protein-coding
1368	chr12	41644940	41645308	+	0	NA	intron (NM_053122, intron 5 of 6)	intron (NM_053122, intron 5 of 6)	-159067	NM_001271709	16981	Mm.404786	NM_010733	ENSMUSG00000036295	Lrrn3	NLRR-3	leucine rich repeat protein 3, neuronal	protein-coding
1540	chr14	14599943	14600236	+	0	NA	Intergenic	MTE2b|LTR|ERVL-MaLR	-102936	NM_001360513	218756	Mm.258893	NM_001033270	ENSMUSG00000021733	Slc4a7	E430014N10Rik|NBC3|NBCn1|NBCn1-G|Tg(Thy1-SNCA)12Mjff	solute carrier family 4, sodium bicarbonate cotransporter, member 7	protein-coding
461	chr4	47128536	47128737	+	0	NA	Intergenic	Intergenic	36713	NR_156438	230145	Mm.132246	NM_172693	ENSMUSG00000039774	Galnt12	9130206E10|A630062B03Rik|galNAc-T12|mpp-GalNAc-T12|pp-GaNTase	polypeptide N-acetylgalactosaminyltransferase 12	protein-coding
1303	chr11	88107406	88107695	+	0	NA	intron (NM_198013, intron 1 of 10)	intron (NM_198013, intron 1 of 10)	8404	NM_198013	103841	Mm.374846	NM_198013	ENSMUSG00000018378	Cuedc1	AI841487|C330016O16Rik	CUE domain containing 1	protein-coding
114	chr1	156788719	156789143	+	0	NA	Intergenic	Intergenic	-50092	NM_028333	72713	Mm.389206	NM_028333	ENSMUSG00000033544	Angptl1	2810039D03Rik|ANG3|ANGPT3|ANGY|ARP1	angiopoietin-like 1	protein-coding
1910	chr18	21152272	21152480	+	0	NA	intron (NM_001033445, intron 3 of 5)	intron (NM_001033445, intron 3 of 5)	80032	NM_008586	17288	Mm.2682	NM_008586	ENSMUSG00000024313	Mep1b	Mep-1b	meprin 1 beta	protein-coding
415	chr3	138859067	138859374	+	0	NA	intron (NR_121195, intron 1 of 7)	intron (NR_121195, intron 1 of 7)	117012	NM_019571	56224	Mm.31927	NM_019571	ENSMUSG00000028152	Tspan5	2810455A09Rik|4930505M03Rik|NET-4|Tm4sf9	tetraspanin 5	protein-coding
1571	chr14	48258783	48259041	+	0	NA	3' UTR (NM_033602, exon 6 of 6)	3' UTR (NM_033602, exon 6 of 6)	60196	NR_003630	624367	Mm.445185	NM_001037921	ENSMUSG00000021846	Gm6498	EG624367	glyceraldehyde-3-phosphate dehydrogenase pseudogene	pseudo
1512	chr13	91753772	91754041	+	0	NA	intron (NM_028790, intron 2 of 14)	intron (NM_028790, intron 2 of 14)	-12034	NR_015501	373852	Mm.466817	NR_015501	ENSMUSG00000074782	4833422C13Rik	-	RIKEN cDNA 4833422C13 gene	ncRNA
1422	chr12	111182525	111182689	+	0	NA	intron (NR_130987, intron 1 of 3)	intron (NR_130987, intron 1 of 3)	1884	NR_130987	78062	Mm.427248	NR_130987	ENSMUSG00000083193	4930595D18Rik	-	RIKEN cDNA 4930595D18 gene	ncRNA
353	chr3	57093581	57093884	+	0	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	208256	NM_001355130	17112	Mm.856	NM_008536	ENSMUSG00000027800	Tm4sf1	L6|M3s1	transmembrane 4 superfamily member 1	protein-coding
530	chr4	123260170	123260438	+	0	NA	Intergenic	Intergenic	-22607	NM_001356377	230721	Mm.277091	NM_130881	ENSMUSG00000011257	Pabpc4	-	poly(A) binding protein, cytoplasmic 4	protein-coding
119	chr1	159760775	159761003	+	0	NA	intron (NM_022312, intron 2 of 22)	intron (NM_022312, intron 2 of 22)	237120	NM_022312	21960	Mm.44701	NM_022312	ENSMUSG00000015829	Tnr	J1-tenascin|TN-R|janusin|restrictin	tenascin R	protein-coding
807	chr7	3264378	3264641	+	0	NA	Intergenic	Intergenic	-14769	NM_001033431	378425	Mm.277152	NM_001033431	ENSMUSG00000078817	Nlrp12	Nalp12|PYPAF7|monarch-1	NLR family, pyrin domain containing 12	protein-coding
717	chr6	52774640	52774832	+	0	NA	intron (NM_173406, intron 4 of 4)	intron (NM_173406, intron 4 of 4)	60571	NM_001355596	52440	Mm.389757	NM_025816	ENSMUSG00000004535	Tax1bp1	1200003J11Rik|1700069J21Rik|AA930106|D6Ertd404e|D6Ertd772e|T6bp|TXBP151	Tax1 (human T cell leukemia virus type I) binding protein 1	protein-coding
698	chr6	34272640	34272977	+	0	NA	Intergenic	RLTR53_Mm|LTR|ERVK	44635	NR_037965	626009	Mm.451	NR_028277		Gm6644	Akr1b3p|EG626009	Akr1b3 pseudogene	pseudo
1679	chr15	76672290	76672556	+	0	NA	intron (NR_152559, intron 1 of 8)	intron (NR_152559, intron 1 of 8)	780	NM_001358933	73062	Mm.322901	NM_033371	ENSMUSG00000033819	Ppp1r16a	2900084E10Rik|Mypt3|R75527	protein phosphatase 1, regulatory subunit 16A	protein-coding
987	chr8	79514806	79514969	+	0	NA	Intergenic	Intergenic	-115459	NM_008539	17125	Mm.223717	NM_008539	ENSMUSG00000031681	Smad1	AI528653|Mad1|Madh1|Madr1|Mlp1|MusMLP|dwf-A|mMad1	SMAD family member 1	protein-coding
1840	chr17	68106256	68106700	+	0	NA	Intergenic	MTEb|LTR|ERVL-MaLR	-102370	NM_172964	268970	Mm.9935	NM_172964	ENSMUSG00000024043	Arhgap28	AU044757|AW550892|E130310N06	Rho GTPase activating protein 28	protein-coding
1011	chr8	108634269	108634545	+	0	NA	Intergenic	Intergenic	-49730	NR_077224	109215	Mm.65282	NR_077224	ENSMUSG00000110613	Lncbate1	3010033K07Rik|Lnc-BATE1	brown adipose tissue enriched long non-coding RNA 1	ncRNA
1122	chr10	4900480	4900778	+	0	NA	intron (NM_007956, intron 5 of 8)	intron (NM_007956, intron 5 of 8)	168434	NM_022027	64009	Mm.331626	NM_022027	ENSMUSG00000096054	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|KASH1|Myne1|mKIAA1756|myne-1	spectrin repeat containing, nuclear envelope 1	protein-coding
379	chr3	98417258	98417611	+	0	NA	intron (NM_172863, intron 1 of 2)	intron (NM_172863, intron 1 of 2)	34953	NM_172863	242109	Mm.358911	NM_172863	ENSMUSG00000050064	Zfp697	9430053K19|AI467503|Znf697	zinc finger protein 697	protein-coding
1130	chr10	9908278	9908462	+	0	NA	Intergenic	Intergenic	-7330	NM_001081344	78808	Mm.331751	NM_030191	ENSMUSG00000019790	Stxbp5	0710001E20Rik|4930565N16Rik|AW742610|LGL3|mKIAA1006	syntaxin binding protein 5 (tomosyn)	protein-coding
1931	chr18	53106553	53106797	+	0	NA	Intergenic	Intergenic	-69617	NM_001357463	67804	Mm.252171	NM_026386	ENSMUSG00000034484	Snx2	0610030A03Rik	sorting nexin 2	protein-coding
690	chr6	26635877	26636089	+	0	NA	Intergenic	MLTR25A|LTR|ERVK	704557	NR_040771	626904	Mm.126787	NR_040771	ENSMUSG00000106799	Gm20756	-	predicted gene, 20756	ncRNA
2025	chrX	99853359	99853582	+	0	NA	Intergenic	CpG	33306	NM_001081283	620592		NM_001081283	ENSMUSG00000071719	Tmem28	EG620592|Fam155b|Tnen28	transmembrane protein 28	protein-coding
1288	chr11	61385661	61386047	+	0	NA	Intergenic	Intergenic	-7779	NM_026183	67473	Mm.100741	NM_026183	ENSMUSG00000010122	Slc47a1	1300013J15Rik|AI036982|MATE1|mMATE1	solute carrier family 47, member 1	protein-coding
575	chr5	16973330	16973515	+	0	NA	Intergenic	Intergenic	419521	NM_001289461	15234	Mm.267078	NM_010427	ENSMUSG00000028864	Hgf	C230052L06Rik|HGF/SF|NK1|NK2|SF|SF/HGF	hepatocyte growth factor	protein-coding
1899	chr18	11048454	11048639	+	0	NA	intron (NR_105023, intron 3 of 5)	CpG	-3964	NM_010258	14465	Mm.329287	NM_010258	ENSMUSG00000005836	Gata6	AA410133|GATA-6	GATA binding protein 6	protein-coding
1161	chr10	53435324	53435547	+	0	NA	Intergenic	Intergenic	25553	NR_152767	102640074	Mm.412957	NR_152767		Gm36229	-	predicted gene, 36229	ncRNA
591	chr5	35786070	35786276	+	0	NA	intron (NM_177678, intron 1 of 19)	intron (NM_177678, intron 1 of 19)	28293	NM_001177696	231148	Mm.254446	NM_177678	ENSMUSG00000029095	Ablim2	AI606905|C230091L11	actin-binding LIM protein 2	protein-coding
1657	chr15	42520956	42521395	+	0	NA	intron (NM_001286062, intron 2 of 8)	intron (NM_001286062, intron 2 of 8)	155802	NM_009640	11600	Mm.309336	NM_009640	ENSMUSG00000022309	Angpt1	1110046O21Rik|Ang-1|Ang1	angiopoietin 1	protein-coding
1343	chr12	13563597	13563963	+	0	NA	intron (NM_027706, intron 50 of 51)	intron (NM_027706, intron 50 of 51)	63866	NR_136761	102639399	Mm.122052	NR_136761	ENSMUSG00000113666	Gm35725	-	predicted gene, 35725	ncRNA
501	chr4	97666481	97666667	+	0	NA	intron (NM_001122952, intron 1 of 10)	intron (NM_001122952, intron 1 of 10)	-81983	NR_015513	319865	Mm.373807	NM_177023		E130114P18Rik	-	RIKEN cDNA E130114P18 gene	ncRNA
2028	chrX	104199871	104200126	+	0	NA	intron (NM_001077354, intron 1 of 4)	CpG	1186	NM_001077354	245555	Mm.381907	NM_001077354	ENSMUSG00000046449	Nexmif	A230051P11|C77370|C77386|KIDLIA|Xpn	neurite extension and migration factor	protein-coding
938	chr8	11393499	11393681	+	0	NA	intron (NM_009932, intron 4 of 47)	intron (NM_009932, intron 4 of 47)	-80764	NM_009931	12826	Mm.738	NM_009931	ENSMUSG00000031502	Col4a1	Bru|Col4a-1|Raw|Svc	collagen, type IV, alpha 1	protein-coding
1094	chr9	77608307	77608485	+	0	NA	Intergenic	RSINE1|SINE|B4	-28336	NM_172925	244923	Mm.138238	NM_172925	ENSMUSG00000044938	Klhl31	9830147P19Rik|D930047P17Rik|Kbtbd1	kelch-like 31	protein-coding
671	chr5	146238151	146238406	+	0	NA	intron (NM_153599, intron 1 of 12)	Lx5c|LINE|L1	7028	NM_001359991	264064	Mm.260576	NM_153599	ENSMUSG00000029635	Cdk8	-	cyclin-dependent kinase 8	protein-coding
1815	chr17	44536610	44536865	+	0	NA	intron (NR_073425, intron 5 of 5)	intron (NR_073425, intron 5 of 5)	199439	NM_001271631	12393	Mm.391013	NM_009820	ENSMUSG00000039153	Runx2	AML3|Cbf|Cbfa-1|Cbfa1|LS3|Osf2|PEBP2aA|Pebp2a1|Pebpa2a	runt related transcription factor 2	protein-coding
1189	chr10	78406389	78406739	+	0	NA	intron (NM_010925, intron 5 of 12)	intron (NM_010925, intron 5 of 12)	1981	NR_105872	102465547		NR_105872	ENSMUSG00000098376	Mir6907	Gm27351|mmu-mir-6907	microRNA 6907	ncRNA
1480	chr13	49050629	49050800	+	0	NA	intron (NM_001290311, intron 25 of 28)	intron (NM_001290311, intron 25 of 28)	82602	NR_015601	68128	Mm.426304	NR_015601		Fam120aos	C030044B11Rik	family with sequence similarity 120A, opposite strand	ncRNA
755	chr6	97829224	97829416	+	0	NA	intron (NM_001113198, intron 1 of 9)	intron (NM_001113198, intron 1 of 9)	22262	NM_001113198	17342	Mm.333284	NM_008601	ENSMUSG00000035158	Mitf	BCC2|Bhlhe32|Gsfbcc2|Vitiligo|Wh|bw|mi|vit	melanogenesis associated transcription factor	protein-coding
1839	chr17	68087290	68087479	+	0	NA	Intergenic	Intergenic	-83276	NM_172964	268970	Mm.9935	NM_172964	ENSMUSG00000024043	Arhgap28	AU044757|AW550892|E130310N06	Rho GTPase activating protein 28	protein-coding
425	chr3	156410276	156410448	+	0	NA	Intergenic	Intergenic	151325	NR_040399	329782	Mm.183459	NR_040398	ENSMUSG00000085084	4930570G19Rik	C630015G22	RIKEN cDNA 4930570G19 gene	ncRNA
524	chr4	118040654	118041013	+	0	NA	intron (NM_001285521, intron 2 of 10)	intron (NM_001285521, intron 2 of 10)	94113	NM_001161774	20441	Mm.251002	NM_009176	ENSMUSG00000028538	St3gal3	ST3GalIII|ST3N|Siat3|Siat6	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	protein-coding
1431	chr13	5926262	5926503	+	0	NA	Intergenic	Lx|LINE|L1	64893	NM_011803	23849	Mm.275036	NM_011803	ENSMUSG00000000078	Klf6	AI448727|BCD1|C86813|CPBP|Copeb|FM2|FM6|Ierepo1|Ierepo3|R75280|Zf9	Kruppel-like factor 6	protein-coding
1339	chr12	8269727	8270163	+	0	NA	intron (NM_001167767, intron 5 of 5)	intron (NM_001167767, intron 5 of 5)	32009	NM_013527	238057	Mm.271308	NM_013527	ENSMUSG00000037660	Gdf7	BMP12	growth differentiation factor 7	protein-coding
1883	chr18	3254830	3255046	+	0	NA	Intergenic	Intergenic	26194	NM_001311066	12916	Mm.5244	NM_013498	ENSMUSG00000063889	Crem	ICER|ICERI	cAMP responsive element modulator	protein-coding
713	chr6	49344020	49344352	+	0	NA	Intergenic	Intergenic	-23553	NM_172727	231946	Mm.35199	NM_172727	ENSMUSG00000047115	Fam221a	D330028D13Rik	family with sequence similarity 221, member A	protein-coding
1985	chr19	32160061	32160237	+	0	NA	exon (NM_001168525, exon 6 of 10)	exon (NM_001168525, exon 6 of 10)	50864	NM_001168526	208449	Mm.329810	NM_144792	ENSMUSG00000040451	Sgms1	9530058O11Rik|AI841905|C80702|Mob|Sms1|Sor1|Tmem23	sphingomyelin synthase 1	protein-coding
1361	chr12	35520329	35520533	+	0	NA	intron (NM_013464, intron 2 of 10)	intron (NM_013464, intron 2 of 10)	14558	NM_001314027	11622	Mm.341377	NM_013464	ENSMUSG00000019256	Ahr	Ah|Ahh|Ahre|In|bHLHe76	aryl-hydrocarbon receptor	protein-coding
59	chr1	91337884	91338057	+	0	NA	intron (NM_001033292, intron 5 of 8)	intron (NM_001033292, intron 5 of 8)	-13103	NM_027551	70788	Mm.68617	NM_027551	ENSMUSG00000026308	Klhl30	4631423F02Rik	kelch-like 30	protein-coding
127	chr1	170535195	170535765	+	0	NA	intron (NM_001109985, intron 1 of 9)	intron (NM_001109985, intron 1 of 9)	21630	NR_154593	70729	Mm.409310	NM_027528	ENSMUSG00000038473	Nos1ap	6330408P19Rik|Capon	nitric oxide synthase 1 (neuronal) adaptor protein	protein-coding
1327	chr11	119692914	119693157	+	0	NA	intron (NM_001306081, intron 3 of 32)	intron (NM_001306081, intron 3 of 32)	90130	NM_028898	74370	Mm.209933	NM_028898	ENSMUSG00000025583	Rptor	4932417H02Rik|Rap|Raptor|mKIAA1303	regulatory associated protein of MTOR, complex 1	protein-coding
1138	chr10	19991306	19991484	+	0	NA	intron (NM_008580, intron 1 of 29)	intron (NM_008580, intron 1 of 29)	56869	NM_008580	26408	Mm.6595	NM_008580	ENSMUSG00000071369	Map3k5	7420452D20Rik|ASK|ASK1|MAPKKK5|Mekk5	mitogen-activated protein kinase kinase kinase 5	protein-coding
867	chr7	74327758	74328062	+	0	NA	exon (NM_023908, exon 5 of 10)	exon (NM_023908, exon 5 of 10)	226870	NM_023908	108116	Mm.425467	NM_023908	ENSMUSG00000025790	Slco3a1	5830414C08Rik|Anr1|MJAM|OATP-D|R75096|Slc21a11	solute carrier organic anion transporter family, member 3a1	protein-coding
133	chr1	184101346	184101825	+	0	NA	Intergenic	Intergenic	67204	NM_022019	63953	Mm.404024	NM_022019	ENSMUSG00000039384	Dusp10	2610306G15Rik|AI158871|MKP-5|MKP5	dual specificity phosphatase 10	protein-coding
1713	chr16	22654693	22654883	+	0	NA	intron (NM_001346673, intron 1 of 23)	intron (NM_001346673, intron 1 of 23)	2443	NM_001346673	110197	Mm.194986	NM_138650	ENSMUSG00000022861	Dgkg	2900055E17Rik|90kDa|AI854428|Dagk3|E430001K23Rik|mKIAA4131	diacylglycerol kinase, gamma	protein-coding
930	chr8	6606803	6607306	+	0	NA	Intergenic	Intergenic	-1501767	NM_011388	20494	Mm.3500	NM_011388	ENSMUSG00000023073	Slc10a2	9130221J18Rik|AI605518|ASBT|IBAT|ISBT	solute carrier family 10, member 2	protein-coding
729	chr6	67101857	67102332	+	0	NA	Intergenic	Intergenic	-64687	NM_007836	13197	Mm.72235	NM_007836	ENSMUSG00000036390	Gadd45a	AA545191|Ddit1|GADD45	growth arrest and DNA-damage-inducible 45 alpha	protein-coding
454	chr4	44113446	44113806	+	0	NA	Intergenic	ID_B1|SINE|B4	10497	NR_040414	623796	Mm.490409	NR_040414	ENSMUSG00000084274	Gm12504	-	prothymosin alpha pseudogene	pseudo
203	chr2	61493891	61494153	+	0	NA	Intergenic	Intergenic	-84564	NM_011529	21353	Mm.244393	NM_011529	ENSMUSG00000064289	Tank	C86182|E430026L09Rik|I-TRAF	TRAF family member-associated Nf-kappa B activator	protein-coding
1972	chr19	18606497	18606686	+	0	NA	intron (NM_017375, intron 1 of 9)	RMER1C|Other|Other	25222	NM_017375	20409	Mm.172222	NM_017375	ENSMUSG00000024725	Ostf1	C78236|SH3P2|Sh3d3	osteoclast stimulating factor 1	protein-coding
154	chr2	11635965	11636374	+	0	NA	Intergenic	Intergenic	-6623	NM_008367	16184	Mm.915	NM_008367	ENSMUSG00000026770	Il2ra	CD25|Il2r|Ly-43	interleukin 2 receptor, alpha chain	protein-coding
112	chr1	155844434	155844615	+	0	NA	TTS (NM_001039184)	TTS (NM_001039184)	-31625	NM_023268	104009	Mm.27035	NM_023268	ENSMUSG00000033684	Qsox1	1300003H02Rik|QSOX|Qscn6|SOx|b2b2673Clo	quiescin Q6 sulfhydryl oxidase 1	protein-coding
242	chr2	110075814	110076259	+	0	NA	Intergenic	Intergenic	-25557	NR_040508	75517	Mm.363927	NR_040508	ENSMUSG00000086186	Ccdc34os	1700024P03Rik	coiled-coil domain containing 34, opposite strand	ncRNA
56	chr1	89776257	89776455	+	0	NA	intron (NM_178119, intron 12 of 17)	intron (NM_178119, intron 12 of 17)	-92464	NR_015540	74403	Mm.444291	NR_015540		4933400F21Rik	1700091C04Rik|4930565K10Rik	RIKEN cDNA 4933400F21 gene	ncRNA
1032	chr8	122626920	122627486	+	0	NA	3' UTR (NM_177289, exon 11 of 11)	3' UTR (NM_177289, exon 11 of 11)	-4468	NM_001007462	382035	Mm.25449	NM_001007462	ENSMUSG00000069867	Pabpn1l	Gm1108|Pabpnl1|ePABP2	poly(A)binding protein nuclear 1-like	protein-coding
497	chr4	95895427	95895661	+	0	NA	intron (NM_001113412, intron 14 of 15)	intron (NM_001113412, intron 14 of 15)	71491	NR_045777	319247	Mm.473527	NM_175680	ENSMUSG00000044125	9530080O11Rik	-	RIKEN cDNA 9530080O11 gene	ncRNA
